HRV ANALYSIS RESULTS - 26-May-2021 16:03:52
Kubios HRV Premium
3.5.0
released in May 2021

Analyzed by:  -  - 

File name: C:\Users\Acquisition\Desktop\Active analysis\Kubios analysis\3296_10 Perf1.txt
Measurement date: xx/xx/xx xx:xx:xx
File type: asciiEKG
Channel label: RR data
Data length: 02:21:36 (h:min:s)
Measurement rate: - 

Parameters
 Number of samples: 27
 Detrending method: Smoothn priors (lambda: 500)
 Min/Max HR as average of: 5 beats
 Threshold for NNxx/pNNxx: 50 ms
 Frequency bands
  VLF: 0 - 0.04 Hz
  LF: 0.04 - 0.15 Hz
  HF: 0.15 - 0.4 Hz
 Interpolation rate: 4 Hz
 Points in frequency-domain: 300 points/Hz
 FFT spectrum options
  Window width: 300 s
  Window overlap: 50 %
 Use Lomb-Scargle periodogram instead of FFT: 0
 Lomb smoothing window: 0.02 Hz
 AR spectrum options
  AR model order: 16
  Use factorization: No
 Apply detrending for nonlinear analysis: 1
 Entropy, embedding dimension: 2
 Entropy, tolerance: 0.2 x SD
 DFA, short-term fluctuations: 4-12 beats
 DFA, long-term fluctuations: 13-64 beats
 RPA and D2, embedding dimension: 10
 RPA, threshold: 3.1623 x SD
 Time-varying options
  Window width: 300 s
  Grid interval: 60 s
  Spectrum estimation method: Spectrogram

Performed Analysis
 Standard analysis: Yes
 Time-varying analysis: Yes

RR Interval Samples Selected for Analysis
                              ,    Sample 1,    Sample 2,    Sample 3,    Sample 4,    Sample 5,    Sample 6,    Sample 7,    Sample 8,    Sample 9,   Sample 10,   Sample 11,   Sample 12,   Sample 13,   Sample 14,   Sample 15,   Sample 16,   Sample 17,   Sample 18,   Sample 19,   Sample 20,   Sample 21,   Sample 22,   Sample 23,   Sample 24,   Sample 25,   Sample 26,   Sample 27,
  Sample limits (hh:mm:ss):   ,00:01:42-00:06:42,00:06:42-00:11:42,00:11:42-00:16:42,00:16:42-00:21:42,00:21:42-00:26:42,00:26:42-00:31:42,00:31:42-00:36:42,00:36:42-00:41:42,00:41:42-00:46:42,00:46:42-00:51:42,00:51:42-00:56:42,00:56:42-01:01:42,01:01:42-01:06:42,01:06:42-01:11:42,01:11:42-01:16:42,01:16:42-01:21:42,01:21:42-01:26:42,01:26:42-01:31:42,01:31:42-01:36:42,01:36:42-01:41:42,01:41:42-01:46:42,01:46:42-01:51:42,01:51:42-01:56:42,01:56:42-02:01:42,02:01:42-02:06:42,02:06:42-02:11:42,02:11:42-02:16:42,
  Sample Analysis Type: Single samples
  Beat correction: Automatic correction
  Beats total:                ,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,          54,         135,
  Beats corrected:            ,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           8,
  Beats corrected (%):        ,         NaN,         NaN,         NaN,         NaN,         NaN,         NaN,         NaN,         NaN,         NaN,         NaN,         NaN,         NaN,         NaN,         NaN,         NaN,         NaN,         NaN,         NaN,         NaN,         NaN,         NaN,         NaN,         NaN,         NaN,         NaN,           0,        5.93,
  Effective data length (s):  ,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,          45,         107,
  Effective data length (%):  ,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,       15.00,       35.79,


RESULTS FOR SINGLE SAMPLES
STANDARD RESULTS
                              ,    SAMPLE 1,            ,    SAMPLE 2,            ,    SAMPLE 3,            ,    SAMPLE 4,            ,    SAMPLE 5,            ,    SAMPLE 6,            ,    SAMPLE 7,            ,    SAMPLE 8,            ,    SAMPLE 9,            ,   SAMPLE 10,            ,   SAMPLE 11,            ,   SAMPLE 12,            ,   SAMPLE 13,            ,   SAMPLE 14,            ,   SAMPLE 15,            ,   SAMPLE 16,            ,   SAMPLE 17,            ,   SAMPLE 18,            ,   SAMPLE 19,            ,   SAMPLE 20,            ,   SAMPLE 21,            ,   SAMPLE 22,            ,   SAMPLE 23,            ,   SAMPLE 24,            ,   SAMPLE 25,            ,   SAMPLE 26,            ,   SAMPLE 27,            ,
                              ,     178.631,         NaN,            ,            ,            ,            ,            ,            ,            ,     477.639,         NaN,            ,            ,            ,            ,            ,            ,            ,     777.090,         NaN,            ,            ,            ,            ,            ,            ,            ,    1074.178,         NaN,            ,            ,            ,            ,            ,            ,            ,    1379.214,         NaN,            ,            ,            ,            ,            ,            ,            ,    1683.478,         NaN,            ,            ,            ,            ,            ,            ,            ,    1981.508,         NaN,            ,            ,            ,            ,            ,            ,            ,    2282.534,         NaN,            ,            ,            ,            ,            ,            ,            ,    2578.406,         NaN,            ,            ,            ,            ,            ,            ,            ,    2881.181,         NaN,            ,            ,            ,            ,            ,            ,            ,    3179.539,         NaN,            ,            ,            ,            ,            ,            ,            ,    3491.508,         NaN,            ,            ,            ,            ,            ,            ,            ,    3781.724,         NaN,            ,            ,            ,            ,            ,            ,            ,    4083.394,         NaN,            ,            ,            ,            ,            ,            ,            ,    4385.390,         NaN,            ,            ,            ,            ,            ,            ,            ,    4680.230,         NaN,            ,            ,            ,            ,            ,            ,            ,    4981.402,         NaN,            ,            ,            ,            ,            ,            ,            ,    5281.413,         NaN,            ,            ,            ,            ,            ,            ,            ,    5579.327,         NaN,            ,            ,            ,            ,            ,            ,            ,    5896.328,         NaN,            ,            ,            ,            ,            ,            ,            ,    6226.229,         NaN,            ,            ,            ,            ,            ,            ,            ,    6479.894,         NaN,            ,            ,            ,            ,            ,            ,            ,    6777.994,         NaN,            ,            ,            ,            ,            ,            ,            ,    7083.161,         NaN,            ,            ,            ,            ,            ,            ,            ,    7409.793,         NaN,            ,            ,            ,            ,            ,            ,            ,    7704.489,         NaN,            ,            ,            ,            ,            ,            ,            ,    8078.319,       0.801,            ,            ,            ,            ,            ,            ,            ,
                              ,     178.855,         NaN,            ,            ,            ,            ,            ,            ,            ,     477.834,         NaN,            ,            ,            ,            ,            ,            ,            ,     777.394,         NaN,            ,            ,            ,            ,            ,            ,            ,    1074.430,         NaN,            ,            ,            ,            ,            ,            ,            ,    1379.463,         NaN,            ,            ,            ,            ,            ,            ,            ,    1683.677,         NaN,            ,            ,            ,            ,            ,            ,            ,    1981.701,         NaN,            ,            ,            ,            ,            ,            ,            ,    2282.765,         NaN,            ,            ,            ,            ,            ,            ,            ,    2578.738,         NaN,            ,            ,            ,            ,            ,            ,            ,    2881.340,         NaN,            ,            ,            ,            ,            ,            ,            ,    3179.835,         NaN,            ,            ,            ,            ,            ,            ,            ,    3491.769,         NaN,            ,            ,            ,            ,            ,            ,            ,    3781.911,         NaN,            ,            ,            ,            ,            ,            ,            ,    4083.655,         NaN,            ,            ,            ,            ,            ,            ,            ,    4385.627,         NaN,            ,            ,            ,            ,            ,            ,            ,    4680.470,         NaN,            ,            ,            ,            ,            ,            ,            ,    4981.622,         NaN,            ,            ,            ,            ,            ,            ,            ,    5281.655,         NaN,            ,            ,            ,            ,            ,            ,            ,    5579.678,         NaN,            ,            ,            ,            ,            ,            ,            ,    5896.561,         NaN,            ,            ,            ,            ,            ,            ,            ,    6226.453,         NaN,            ,            ,            ,            ,            ,            ,            ,    6480.209,         NaN,            ,            ,            ,            ,            ,            ,            ,    6778.243,         NaN,            ,            ,            ,            ,            ,            ,            ,    7083.494,         NaN,            ,            ,            ,            ,            ,            ,            ,    7410.173,         NaN,            ,            ,            ,            ,            ,            ,            ,    7704.641,         NaN,            ,            ,            ,            ,            ,            ,            ,    8079.125,       0.806,            ,            ,            ,            ,            ,            ,            ,
                              ,     179.070,         NaN,            ,            ,            ,            ,            ,            ,            ,     478.017,         NaN,            ,            ,            ,            ,            ,            ,            ,     777.558,         NaN,            ,            ,            ,            ,            ,            ,            ,    1074.818,         NaN,            ,            ,            ,            ,            ,            ,            ,    1379.713,         NaN,            ,            ,            ,            ,            ,            ,            ,    1684.009,         NaN,            ,            ,            ,            ,            ,            ,            ,    1981.926,         NaN,            ,            ,            ,            ,            ,            ,            ,    2283.103,         NaN,            ,            ,            ,            ,            ,            ,            ,    2579.015,         NaN,            ,            ,            ,            ,            ,            ,            ,    2881.497,         NaN,            ,            ,            ,            ,            ,            ,            ,    3180.196,         NaN,            ,            ,            ,            ,            ,            ,            ,    3492.133,         NaN,            ,            ,            ,            ,            ,            ,            ,    3782.131,         NaN,            ,            ,            ,            ,            ,            ,            ,    4084.097,         NaN,            ,            ,            ,            ,            ,            ,            ,    4386.047,         NaN,            ,            ,            ,            ,            ,            ,            ,    4680.804,         NaN,            ,            ,            ,            ,            ,            ,            ,    4981.825,         NaN,            ,            ,            ,            ,            ,            ,            ,    5281.944,         NaN,            ,            ,            ,            ,            ,            ,            ,    5579.863,         NaN,            ,            ,            ,            ,            ,            ,            ,    5896.811,         NaN,            ,            ,            ,            ,            ,            ,            ,    6226.721,         NaN,            ,            ,            ,            ,            ,            ,            ,    6480.689,         NaN,            ,            ,            ,            ,            ,            ,            ,    6778.551,         NaN,            ,            ,            ,            ,            ,            ,            ,    7083.745,         NaN,            ,            ,            ,            ,            ,            ,            ,    7410.420,         NaN,            ,            ,            ,            ,            ,            ,            ,    7704.948,         NaN,            ,            ,            ,            ,            ,            ,            ,    8079.938,       0.813,            ,            ,            ,            ,            ,            ,            ,
                              ,     179.409,         NaN,            ,            ,            ,            ,            ,            ,            ,     478.222,         NaN,            ,            ,            ,            ,            ,            ,            ,     777.841,         NaN,            ,            ,            ,            ,            ,            ,            ,    1074.983,         NaN,            ,            ,            ,            ,            ,            ,            ,    1379.963,         NaN,            ,            ,            ,            ,            ,            ,            ,    1684.395,         NaN,            ,            ,            ,            ,            ,            ,            ,    1982.121,         NaN,            ,            ,            ,            ,            ,            ,            ,    2283.316,         NaN,            ,            ,            ,            ,            ,            ,            ,    2579.212,         NaN,            ,            ,            ,            ,            ,            ,            ,    2881.847,         NaN,            ,            ,            ,            ,            ,            ,            ,    3180.390,         NaN,            ,            ,            ,            ,            ,            ,            ,    3492.374,         NaN,            ,            ,            ,            ,            ,            ,            ,    3782.325,         NaN,            ,            ,            ,            ,            ,            ,            ,    4084.586,         NaN,            ,            ,            ,            ,            ,            ,            ,    4386.377,         NaN,            ,            ,            ,            ,            ,            ,            ,    4680.997,         NaN,            ,            ,            ,            ,            ,            ,            ,    4982.059,         NaN,            ,            ,            ,            ,            ,            ,            ,    5282.329,         NaN,            ,            ,            ,            ,            ,            ,            ,    5580.038,         NaN,            ,            ,            ,            ,            ,            ,            ,    5897.007,         NaN,            ,            ,            ,            ,            ,            ,            ,    6226.895,         NaN,            ,            ,            ,            ,            ,            ,            ,    6480.939,         NaN,            ,            ,            ,            ,            ,            ,            ,    6778.771,         NaN,            ,            ,            ,            ,            ,            ,            ,    7084.243,         NaN,            ,            ,            ,            ,            ,            ,            ,    7410.658,         NaN,            ,            ,            ,            ,            ,            ,            ,    7705.367,         NaN,            ,            ,            ,            ,            ,            ,            ,    8080.774,       0.836,            ,            ,            ,            ,            ,            ,            ,
                              ,     179.606,         NaN,            ,            ,            ,            ,            ,            ,            ,     478.474,         NaN,            ,            ,            ,            ,            ,            ,            ,     778.034,         NaN,            ,            ,            ,            ,            ,            ,            ,    1075.207,         NaN,            ,            ,            ,            ,            ,            ,            ,    1380.214,         NaN,            ,            ,            ,            ,            ,            ,            ,    1684.646,         NaN,            ,            ,            ,            ,            ,            ,            ,    1982.370,         NaN,            ,            ,            ,            ,            ,            ,            ,    2283.568,         NaN,            ,            ,            ,            ,            ,            ,            ,    2579.598,         NaN,            ,            ,            ,            ,            ,            ,            ,    2882.235,         NaN,            ,            ,            ,            ,            ,            ,            ,    3180.584,         NaN,            ,            ,            ,            ,            ,            ,            ,    3492.594,         NaN,            ,            ,            ,            ,            ,            ,            ,    3784.485,         NaN,            ,            ,            ,            ,            ,            ,            ,    4084.950,         NaN,            ,            ,            ,            ,            ,            ,            ,    4386.900,         NaN,            ,            ,            ,            ,            ,            ,            ,    4681.278,         NaN,            ,            ,            ,            ,            ,            ,            ,    4982.447,         NaN,            ,            ,            ,            ,            ,            ,            ,    5282.526,         NaN,            ,            ,            ,            ,            ,            ,            ,    5580.445,         NaN,            ,            ,            ,            ,            ,            ,            ,    5897.279,         NaN,            ,            ,            ,            ,            ,            ,            ,    6227.061,         NaN,            ,            ,            ,            ,            ,            ,            ,    6481.191,         NaN,            ,            ,            ,            ,            ,            ,            ,    6779.050,         NaN,            ,            ,            ,            ,            ,            ,            ,    7084.606,         NaN,            ,            ,            ,            ,            ,            ,            ,    7411.172,         NaN,            ,            ,            ,            ,            ,            ,            ,    7705.587,         NaN,            ,            ,            ,            ,            ,            ,            ,    8081.623,       0.849,            ,            ,            ,            ,            ,            ,            ,
                              ,     179.938,         NaN,            ,            ,            ,            ,            ,            ,            ,     478.863,         NaN,            ,            ,            ,            ,            ,            ,            ,     778.311,         NaN,            ,            ,            ,            ,            ,            ,            ,    1075.484,         NaN,            ,            ,            ,            ,            ,            ,            ,    1380.620,         NaN,            ,            ,            ,            ,            ,            ,            ,    1684.832,         NaN,            ,            ,            ,            ,            ,            ,            ,    1982.734,         NaN,            ,            ,            ,            ,            ,            ,            ,    2283.878,         NaN,            ,            ,            ,            ,            ,            ,            ,    2579.794,         NaN,            ,            ,            ,            ,            ,            ,            ,    2882.488,         NaN,            ,            ,            ,            ,            ,            ,            ,    3180.919,         NaN,            ,            ,            ,            ,            ,            ,            ,    3492.874,         NaN,            ,            ,            ,            ,            ,            ,            ,    3784.724,         NaN,            ,            ,            ,            ,            ,            ,            ,    4085.360,         NaN,            ,            ,            ,            ,            ,            ,            ,    4387.406,         NaN,            ,            ,            ,            ,            ,            ,            ,    4681.610,         NaN,            ,            ,            ,            ,            ,            ,            ,    4982.629,         NaN,            ,            ,            ,            ,            ,            ,            ,    5282.729,         NaN,            ,            ,            ,            ,            ,            ,            ,    5580.920,         NaN,            ,            ,            ,            ,            ,            ,            ,    5897.620,         NaN,            ,            ,            ,            ,            ,            ,            ,    6227.258,         NaN,            ,            ,            ,            ,            ,            ,            ,    6481.421,         NaN,            ,            ,            ,            ,            ,            ,            ,    6779.216,         NaN,            ,            ,            ,            ,            ,            ,            ,    7085.032,         NaN,            ,            ,            ,            ,            ,            ,            ,    7411.395,         NaN,            ,            ,            ,            ,            ,            ,            ,    7705.863,         NaN,            ,            ,            ,            ,            ,            ,            ,    8082.432,       0.809,            ,            ,            ,            ,            ,            ,            ,
                              ,     180.135,         NaN,            ,            ,            ,            ,            ,            ,            ,     479.140,         NaN,            ,            ,            ,            ,            ,            ,            ,     780.255,         NaN,            ,            ,            ,            ,            ,            ,            ,    1075.734,         NaN,            ,            ,            ,            ,            ,            ,            ,    1380.964,         NaN,            ,            ,            ,            ,            ,            ,            ,    1685.090,         NaN,            ,            ,            ,            ,            ,            ,            ,    1983.057,         NaN,            ,            ,            ,            ,            ,            ,            ,    2284.209,         NaN,            ,            ,            ,            ,            ,            ,            ,    2580.220,         NaN,            ,            ,            ,            ,            ,            ,            ,    2882.689,         NaN,            ,            ,            ,            ,            ,            ,            ,    3181.110,         NaN,            ,            ,            ,            ,            ,            ,            ,    3493.090,         NaN,            ,            ,            ,            ,            ,            ,            ,    3784.914,         NaN,            ,            ,            ,            ,            ,            ,            ,    4085.618,         NaN,            ,            ,            ,            ,            ,            ,            ,    4387.768,         NaN,            ,            ,            ,            ,            ,            ,            ,    4681.804,         NaN,            ,            ,            ,            ,            ,            ,            ,    4982.899,         NaN,            ,            ,            ,            ,            ,            ,            ,    5283.036,         NaN,            ,            ,            ,            ,            ,            ,            ,    5581.150,         NaN,            ,            ,            ,            ,            ,            ,            ,    5897.870,         NaN,            ,            ,            ,            ,            ,            ,            ,    6227.618,         NaN,            ,            ,            ,            ,            ,            ,            ,    6481.690,         NaN,            ,            ,            ,            ,            ,            ,            ,    6779.520,         NaN,            ,            ,            ,            ,            ,            ,            ,    7085.274,         NaN,            ,            ,            ,            ,            ,            ,            ,    7411.651,         NaN,            ,            ,            ,            ,            ,            ,            ,    7706.055,         NaN,            ,            ,            ,            ,            ,            ,            ,    8083.254,       0.822,            ,            ,            ,            ,            ,            ,            ,
                              ,     180.327,         NaN,            ,            ,            ,            ,            ,            ,            ,     479.333,         NaN,            ,            ,            ,            ,            ,            ,            ,     780.505,         NaN,            ,            ,            ,            ,            ,            ,            ,    1075.955,         NaN,            ,            ,            ,            ,            ,            ,            ,    1381.240,         NaN,            ,            ,            ,            ,            ,            ,            ,    1685.282,         NaN,            ,            ,            ,            ,            ,            ,            ,    1983.352,         NaN,            ,            ,            ,            ,            ,            ,            ,    2284.459,         NaN,            ,            ,            ,            ,            ,            ,            ,    2580.666,         NaN,            ,            ,            ,            ,            ,            ,            ,    2882.968,         NaN,            ,            ,            ,            ,            ,            ,            ,    3181.316,         NaN,            ,            ,            ,            ,            ,            ,            ,    3493.294,         NaN,            ,            ,            ,            ,            ,            ,            ,    3785.131,         NaN,            ,            ,            ,            ,            ,            ,            ,    4086.012,         NaN,            ,            ,            ,            ,            ,            ,            ,    4388.017,         NaN,            ,            ,            ,            ,            ,            ,            ,    4682.007,         NaN,            ,            ,            ,            ,            ,            ,            ,    4983.123,         NaN,            ,            ,            ,            ,            ,            ,            ,    5283.416,         NaN,            ,            ,            ,            ,            ,            ,            ,    5581.399,         NaN,            ,            ,            ,            ,            ,            ,            ,    5898.057,         NaN,            ,            ,            ,            ,            ,            ,            ,    6228.119,         NaN,            ,            ,            ,            ,            ,            ,            ,    6481.884,         NaN,            ,            ,            ,            ,            ,            ,            ,    6779.881,         NaN,            ,            ,            ,            ,            ,            ,            ,    7085.474,         NaN,            ,            ,            ,            ,            ,            ,            ,    7412.247,         NaN,            ,            ,            ,            ,            ,            ,            ,    7706.389,         NaN,            ,            ,            ,            ,            ,            ,            ,    8084.085,       0.831,            ,            ,            ,            ,            ,            ,            ,
                              ,     180.690,         NaN,            ,            ,            ,            ,            ,            ,            ,     479.584,         NaN,            ,            ,            ,            ,            ,            ,            ,     780.820,         NaN,            ,            ,            ,            ,            ,            ,            ,    1076.234,         NaN,            ,            ,            ,            ,            ,            ,            ,    1381.465,         NaN,            ,            ,            ,            ,            ,            ,            ,    1685.505,         NaN,            ,            ,            ,            ,            ,            ,            ,    1983.576,         NaN,            ,            ,            ,            ,            ,            ,            ,    2284.684,         NaN,            ,            ,            ,            ,            ,            ,            ,    2580.860,         NaN,            ,            ,            ,            ,            ,            ,            ,    2883.166,         NaN,            ,            ,            ,            ,            ,            ,            ,    3181.519,         NaN,            ,            ,            ,            ,            ,            ,            ,    3493.459,         NaN,            ,            ,            ,            ,            ,            ,            ,    3785.354,         NaN,            ,            ,            ,            ,            ,            ,            ,    4086.340,         NaN,            ,            ,            ,            ,            ,            ,            ,    4388.298,         NaN,            ,            ,            ,            ,            ,            ,            ,    4682.574,         NaN,            ,            ,            ,            ,            ,            ,            ,    4983.427,         NaN,            ,            ,            ,            ,            ,            ,            ,    5285.560,         NaN,            ,            ,            ,            ,            ,            ,            ,    5581.650,         NaN,            ,            ,            ,            ,            ,            ,            ,    5898.340,         NaN,            ,            ,            ,            ,            ,            ,            ,    6228.368,         NaN,            ,            ,            ,            ,            ,            ,            ,    6482.218,         NaN,            ,            ,            ,            ,            ,            ,            ,    6780.050,         NaN,            ,            ,            ,            ,            ,            ,            ,    7085.827,         NaN,            ,            ,            ,            ,            ,            ,            ,    7412.429,         NaN,            ,            ,            ,            ,            ,            ,            ,    7706.885,         NaN,            ,            ,            ,            ,            ,            ,            ,    8084.881,       0.796,            ,            ,            ,            ,            ,            ,            ,
                              ,     180.854,         NaN,            ,            ,            ,            ,            ,            ,            ,     479.834,         NaN,            ,            ,            ,            ,            ,            ,            ,     781.033,         NaN,            ,            ,            ,            ,            ,            ,            ,    1076.457,         NaN,            ,            ,            ,            ,            ,            ,            ,    1381.880,         NaN,            ,            ,            ,            ,            ,            ,            ,    1685.932,         NaN,            ,            ,            ,            ,            ,            ,            ,    1983.822,         NaN,            ,            ,            ,            ,            ,            ,            ,    2284.958,         NaN,            ,            ,            ,            ,            ,            ,            ,    2581.305,         NaN,            ,            ,            ,            ,            ,            ,            ,    2883.579,         NaN,            ,            ,            ,            ,            ,            ,            ,    3181.890,         NaN,            ,            ,            ,            ,            ,            ,            ,    3493.770,         NaN,            ,            ,            ,            ,            ,            ,            ,    3785.662,         NaN,            ,            ,            ,            ,            ,            ,            ,    4086.727,         NaN,            ,            ,            ,            ,            ,            ,            ,    4388.630,         NaN,            ,            ,            ,            ,            ,            ,            ,    4682.806,         NaN,            ,            ,            ,            ,            ,            ,            ,    4983.825,         NaN,            ,            ,            ,            ,            ,            ,            ,    5285.870,         NaN,            ,            ,            ,            ,            ,            ,            ,    5581.843,         NaN,            ,            ,            ,            ,            ,            ,            ,    5898.759,         NaN,            ,            ,            ,            ,            ,            ,            ,    6228.731,         NaN,            ,            ,            ,            ,            ,            ,            ,    6482.523,         NaN,            ,            ,            ,            ,            ,            ,            ,    6780.301,         NaN,            ,            ,            ,            ,            ,            ,            ,    7086.050,         NaN,            ,            ,            ,            ,            ,            ,            ,    7412.699,         NaN,            ,            ,            ,            ,            ,            ,            ,    7707.093,         NaN,            ,            ,            ,            ,            ,            ,            ,    8085.632,       0.752,            ,            ,            ,            ,            ,            ,            ,
                              ,     181.106,         NaN,            ,            ,            ,            ,            ,            ,            ,     480.087,         NaN,            ,            ,            ,            ,            ,            ,            ,     781.313,         NaN,            ,            ,            ,            ,            ,            ,            ,    1076.735,         NaN,            ,            ,            ,            ,            ,            ,            ,    1382.215,         NaN,            ,            ,            ,            ,            ,            ,            ,    1686.166,         NaN,            ,            ,            ,            ,            ,            ,            ,    1984.269,         NaN,            ,            ,            ,            ,            ,            ,            ,    2285.217,         NaN,            ,            ,            ,            ,            ,            ,            ,    2581.499,         NaN,            ,            ,            ,            ,            ,            ,            ,    2883.819,         NaN,            ,            ,            ,            ,            ,            ,            ,    3182.193,         NaN,            ,            ,            ,            ,            ,            ,            ,    3494.067,         NaN,            ,            ,            ,            ,            ,            ,            ,    3785.885,         NaN,            ,            ,            ,            ,            ,            ,            ,    4086.968,         NaN,            ,            ,            ,            ,            ,            ,            ,    4389.017,         NaN,            ,            ,            ,            ,            ,            ,            ,    4683.076,         NaN,            ,            ,            ,            ,            ,            ,            ,    4984.092,         NaN,            ,            ,            ,            ,            ,            ,            ,    5286.174,         NaN,            ,            ,            ,            ,            ,            ,            ,    5582.110,         NaN,            ,            ,            ,            ,            ,            ,            ,    5898.971,         NaN,            ,            ,            ,            ,            ,            ,            ,    6228.895,         NaN,            ,            ,            ,            ,            ,            ,            ,    6482.701,         NaN,            ,            ,            ,            ,            ,            ,            ,    6780.670,         NaN,            ,            ,            ,            ,            ,            ,            ,    7086.273,         NaN,            ,            ,            ,            ,            ,            ,            ,    7412.950,         NaN,            ,            ,            ,            ,            ,            ,            ,    7707.481,         NaN,            ,            ,            ,            ,            ,            ,            ,    8086.435,       0.802,            ,            ,            ,            ,            ,            ,            ,
                              ,     181.326,         NaN,            ,            ,            ,            ,            ,            ,            ,     480.306,         NaN,            ,            ,            ,            ,            ,            ,            ,     781.570,         NaN,            ,            ,            ,            ,            ,            ,            ,    1076.957,         NaN,            ,            ,            ,            ,            ,            ,            ,    1382.630,         NaN,            ,            ,            ,            ,            ,            ,            ,    1686.424,         NaN,            ,            ,            ,            ,            ,            ,            ,    1984.486,         NaN,            ,            ,            ,            ,            ,            ,            ,    2285.521,         NaN,            ,            ,            ,            ,            ,            ,            ,    2581.748,         NaN,            ,            ,            ,            ,            ,            ,            ,    2884.030,         NaN,            ,            ,            ,            ,            ,            ,            ,    3182.365,         NaN,            ,            ,            ,            ,            ,            ,            ,    3494.263,         NaN,            ,            ,            ,            ,            ,            ,            ,    3786.159,         NaN,            ,            ,            ,            ,            ,            ,            ,    4087.391,         NaN,            ,            ,            ,            ,            ,            ,            ,    4389.325,         NaN,            ,            ,            ,            ,            ,            ,            ,    4683.257,         NaN,            ,            ,            ,            ,            ,            ,            ,    4984.261,         NaN,            ,            ,            ,            ,            ,            ,            ,    5286.416,         NaN,            ,            ,            ,            ,            ,            ,            ,    5582.439,         NaN,            ,            ,            ,            ,            ,            ,            ,    5900.249,         NaN,            ,            ,            ,            ,            ,            ,            ,    6229.229,         NaN,            ,            ,            ,            ,            ,            ,            ,    6482.912,         NaN,            ,            ,            ,            ,            ,            ,            ,    6780.938,         NaN,            ,            ,            ,            ,            ,            ,            ,    7086.487,         NaN,            ,            ,            ,            ,            ,            ,            ,    7413.334,         NaN,            ,            ,            ,            ,            ,            ,            ,    7707.733,         NaN,            ,            ,            ,            ,            ,            ,            ,    8087.245,       0.811,            ,            ,            ,            ,            ,            ,            ,
                              ,     181.575,         NaN,            ,            ,            ,            ,            ,            ,            ,     480.556,         NaN,            ,            ,            ,            ,            ,            ,            ,     781.821,         NaN,            ,            ,            ,            ,            ,            ,            ,    1077.206,         NaN,            ,            ,            ,            ,            ,            ,            ,    1382.852,         NaN,            ,            ,            ,            ,            ,            ,            ,    1686.736,         NaN,            ,            ,            ,            ,            ,            ,            ,    1984.759,         NaN,            ,            ,            ,            ,            ,            ,            ,    2285.707,         NaN,            ,            ,            ,            ,            ,            ,            ,    2581.990,         NaN,            ,            ,            ,            ,            ,            ,            ,    2884.265,         NaN,            ,            ,            ,            ,            ,            ,            ,    3182.580,         NaN,            ,            ,            ,            ,            ,            ,            ,    3494.597,         NaN,            ,            ,            ,            ,            ,            ,            ,    3786.379,         NaN,            ,            ,            ,            ,            ,            ,            ,    4087.620,         NaN,            ,            ,            ,            ,            ,            ,            ,    4389.657,         NaN,            ,            ,            ,            ,            ,            ,            ,    4683.456,         NaN,            ,            ,            ,            ,            ,            ,            ,    4984.501,         NaN,            ,            ,            ,            ,            ,            ,            ,    5286.749,         NaN,            ,            ,            ,            ,            ,            ,            ,    5582.660,         NaN,            ,            ,            ,            ,            ,            ,            ,    5900.507,         NaN,            ,            ,            ,            ,            ,            ,            ,    6229.452,         NaN,            ,            ,            ,            ,            ,            ,            ,    6483.114,         NaN,            ,            ,            ,            ,            ,            ,            ,    6781.134,         NaN,            ,            ,            ,            ,            ,            ,            ,    7086.940,         NaN,            ,            ,            ,            ,            ,            ,            ,    7413.827,         NaN,            ,            ,            ,            ,            ,            ,            ,    7708.213,         NaN,            ,            ,            ,            ,            ,            ,            ,    8087.957,       0.711,            ,            ,            ,            ,            ,            ,            ,
